@ -1,370104 +0,0 @@
a: aa, ab, ac, ad, ae, af, ag, ah, ai
lepospondylous: isospondylous, lepospondyli, plectospondylous, tectospondylous, temnospondylous, asterospondylous, cyclospondylous, polyspondylous, spondylous
leposternidae: kinosternidae, episternite, lepisosteidae, leporidae, leposternon, platysternidae, asteriidae, asterinidae, belostomidae
leposternon: kinosternon, episterna, episternal, episternum, epitenon, hypopteron, hyposternal, hyposternum, yesternoon
lepothrix: leiothrix, leptothrix, lagothrix, liothrix, calothrix, cladothrix, clonothrix, crenothrix, endothrix
leppy: eppy, lepry, lippy, loppy, peppy, aleppo, bespy, cappy, coppy
lepra: leora, lepa, lepre, lepry, lepta, beira, bepray, besra, capra
lepralia: lepralian, laralia, lepsaria, acephalia, aeraria, aethalia, apraxia, aralia, centralia
lepralian: lepralia, aerarian, cephalin, cerealian, eurasian, feralin, herulian, kephalin, laplacian
lepre: lepra, lepry, lere, bere, blere, cedre, cepe, cere, cypre
leprechaun: leprechauns, brechan, deprecate, depreciant, depreciate, learchus, leechkin, leechman, lepcha
leprechauns: leprechaun, brechans, deprecates, depreciant, depreciates, learchus, meerschaums, pechans, prehaunt
lepric: leprid, aeric, capric, cedric, ceric, cleric, cupric, deric, elric
leprid: lepid, leporid, lepric, leproid, leptid, bedrid, bepaid, bepride, caprid
leprine: leporine, alepine, aleppine, bebrine, bepride, caprine, cedrine, cerine, cyprine
leproid: leprid, ceroid, cuproid, heroid, labroid, laroid, learoyd, lemuroid, lentoid
leprologic: aerologic, leprology, leprologist, necrologic, neurologic, petrologic, serologic, acrologic, agrologic
leprologist: aerologist, leprologic, metrologist, necrologist, nephologist, nephrologist, neurologist, petrologist, prologist
leprology: leptology, aerology, coprology, lemology, leprologic, metrology, necrology, nephology, nephrology
leproma: ceroma, deprome, lepiota, lepisma, lepra, leproid, leprose, leprosy, leprous
lepromatous: leucomatous, lipomatous, neuromatous, achromatous, aromatous, fibromatous, hygromatous, lymphomatous, lyopomatous
leprosaria: leprosarium, lepsaria, lepidosauria, lepralia, leprosariums, leprosery, leproseries, leprosis, leptocardia
leprosarium: leprosariums, leprosaria, leproseries, rosarium, acrosarcum, aerarium, emissarium, ferrocerium, germarium
leprosariums: leprosarium, leprosaria, leproseries, rosariums, herbariums, larvariums, lepromatous, leprosies, leprosis
leprose: beprose, leprosed, leprosy, aerose, coprose, cuprose, depose, deprome, eprise
leprosed: leprose, leprosied, beprose, deposed, leproid, leprosery, leprosy, leprosies, leprosis
leproseries: leprosies, leprosaria, leprosarium, leprosariums, leprosery, leprosied, leprosis, roseries, xeroseres
leprosery: leprose, leprosed, leprosy, leprosity, beprose, deposer, deposers, eprosy, erosely
leprosied: leprosed, leprosies, leproid, leprose, leprosis, leprosity, beprose, defrosted, deposed
leprosies: leprosied, leprosis, leprose, leprosed, leproseries, leprosity, beprose, clerisies, deposes
leprosis: leprosies, lepidosis, lepomis, leporis, leproid, leprose, leprosed, leprosy, leprosied
leprosity: leprosery, leprosy, leprosied, leprosies, leprosis, serosity, amorosity, cenosity, copiosity
leprosy: eprosy, leprose, beprose, lepry, leproid, leproma, leprosed, leprosery, leprosis
leprotic: cerotic, diprotic, epiotic, epirotic, erotic, lepidotic, lepric, leproid, leprosis
leprous: cepous, cerous, cuprous, eurous, ferous, ferrous, lentous, leproid, leproma
leprously: leprosy, leprous, amorously, asperously, copiously, decorously, desirously, deviously, dextrously
leprousness: serousness, amorousness, copiousness, decorousness, desirousness, deviousness, dextrousness, fibrousness, flexuousness
lepry: leary, leery, leppy, lepra, lepre, repry, aery, becry, beery
lepsaria: lepralia, leprosaria, septaria, ablepharia, aeraria, blephara, cephadia, cercaria, cesarian
lepta: lepa, lepra, septa, alerta, beata, beta, betta, cepa, cesta
leptamnium: ephymnium, lantanium, lecanium, neptunium, septarium, septennium, captandum, centaurium, centennium
leptandra: heptandria, leptandrin, nectandra, peltandra, alexandra, heptahedra, lecanora, lentando, leptera
leptandrin: heptandria, leptandra, oleandrin, pentandria, pentandrian, alexandria, alexandrian, alexandrina, alexandrine
leptene: heptene, beltene, cetene, ectene, ektene, eleoptene, haptene, heptane, heptine
leptera: aptera, cepter, cetera, diptera, entera, haptera, latera, lectern, lefter
leptid: lepid, leprid, peptid, bepaid, cephid, cetid, depsid, fetid, getid
leptidae: cephidae, cestidae, gepidae, ledidae, lepadidae, leporidae, leptid, leptite, lyctidae
leptiform: lentiform, leptoform, septiform, celtiform, dentiform, lactiform, leporiform, lotiform, lupiform
leptilon: epsilon, lection, lepton, abutilon, adeption, caption, cephalon, election, emption
leptinolite: lepidolite, actinolite, leptynite, retinalite, sepiolite, aegirinolite, amphibolite, cetotolite, destinezite
leptinotarsa: intarsa, lectionary, lepidoptera, lepidosauria, lepidotes, lepidotus, lepiota, leprosaria, leptandra
leptite: heptite, aleutite, hepatite, heptine, latite, lautite, leifite, lentile, leonite
leptobos: leptons, ephebos, heptoses, lectors, lentos, lentous, lepomis, leporis, leprosis
leptocardia: leptocardian, leptocardii, ectocardia, dexiocardia, dextrocardia, diotocardia, diplocardia, endocardia, epicardia
leptocardian: leptocardia, leptocardii, ectocardia, lipocardiac, autocarpian, dexiocardia, dextrocardia, dextrocardial, diotocardia
leptocardii: leptocardia, leptocardian, ectocardia, dexiocardia, dextrocardia, diotocardia, diplocardia, ectocarpic, endocardia
leptocentric: apocentric, egocentric, endocentric, eurocentric, exocentric, geocentric, heliocentric, metacentric, telocentric
leptocephalan: leptocephali, leptocephaly, leptocephalia, leptocephalic, leptocephalid, leptocephalus, leptocephalidae, leptocephaloid, leptocephalous
leptocephali: leptocephaly, leptocephalia, leptocephalic, leptocephalid, leptocephalan, leptocephaloid, leptocephalus, leptocephalidae, leptocephalous
leptocephalia: leptocephali, leptocephalic, leptocephalid, leptocephalan, leptocephaly, leptocephalidae, leptocephaloid, leptocephalus, autocephalia
leptocephalic: leptocephali, leptocephalia, leptocephalid, leptocephalan, leptocephaly, leptocephaloid, leptocephalus, tectocephalic, autocephalic
leptocephalid: leptocephali, leptocephalia, leptocephalic, leptocephaloid, leptocephalan, leptocephaly, leptocephalidae, leptocephalus, leptocephalous
leptocephalidae: leptocephalia, leptocephalid, leptocephalan, leptocephali, leptocephalic, leptocephaloid, leptocephaly, leptocephalous, leptocephalus
leptocephaloid: leptocephalid, leptocephali, leptocephalia, leptocephalic, leptocephalous, leptocephalan, leptocephaly, leptocephalidae, leptocephalus
leptocephalous: leptocephalus, leiocephalous, leontocephalous, leptocephaloid, autocephalous, cryptocephalous, diplocephalous, hypsocephalous, leptocephalan
leptocephalus: leptocephalous, leptocephalan, leptocephali, leptocephaly, leptocephalia, leptocephalic, leptocephalid, arctocephalus, diplocephalus
leptocephaly: leptocephali, leptocephalan, leptocephalia, leptocephalic, leptocephalid, leptocephalus, tectocephaly, autocephaly, diplocephaly
leptocercal: lophocercal, dephycercal, leptocephali, leptocephaly, leptochroa, protocercal, anisocercal, cephalocercal, diphycercal
leptochlorite: deutochloride, hypochlorite, prochlorite, euchlorite, orthochlorite, pentachloride, photochloride, protochloride, talcochlorite
leptochroa: leptochrous, leptocardia, leptocercal, leptodora, leptothrix, epocha, heptachlor, lactochrome, lepcha
leptochrous: leptochroa, leptodermous, metochous, sepulchrous, cryptocerous, ectocarpous, ectocarpus, haptophorous, heptachronous
leptoclase: lithoclase, loxoclase, metaclase, alloclase, autoclave, clinoclase, desmolase, deutoplasm, ectoblast
leptodactyl: leptodactylus, hermodactyl, leptodactylous, octodactyl, pentadactyl, anisodactyl, antidactyl, artiodactyl, ctenodactyl
leptodactylidae: gyrodactylidae, leptodactyl, leptodactylous, leptodactylus, pterodactylidae, ectodactylism, ectrodactylia, leptocephalidae, leptodoridae
leptodactylous: leptodactylus, ectrodactylous, leptodactyl, octodactylous, anisodactylous, artiodactylous, decadactylous, discodactylous, hemidactylous
leptodactylus: leptodactylous, leptodactyl, perodactylus, ectodactylism, ectrodactylous, gyrodactylus, hemidactylus, hypodactylum, leptodactylidae
leptodermatous: leiodermatous, leptodermous, leucodermatous, epidermatous, helodermatous, xerodermatous, lepromatous, leptocephalous, leptostracous
leptodermous: leptodermatous, epidermous, hypodermous, leptochrous, ectodermosis, ectoderms, entoderms, heptamerous, heptaspermous
leptodora: leptoform, leonora, leptandra, leptera, leptiform, leptobos, leptochroa, leptodoridae, leptology
leptodoridae: leporidae, leptodora, leptolepidae, ephydridae, glyptodontidae, goniodoridae, helioporidae, lepadidae, leporide
leptoform: leptiform, lentiform, leptodora, septiform, celtiform, dentiform, electroform, geoform, lactiform
leptogenesis: ectogenesis, ketogenesis, lipogenesis, aerogenesis, autogenesis, blastogenesis, cenogenesis, cystogenesis, cytogenesis
leptokurtic: leptokurtosis, leptomatic, mesokurtic, allokurtic, cleptobiotic, isokurtic, leprotic, leptocardia, leptocardii
leptokurtosis: leptokurtic, leptonecrosis, leptospirosis, platykurtosis, cleptobiosis, ectodermosis, ectostosis, hepatoptosis, kurtosis
leptolepidae: leptodoridae, leptolepis, leptolinae, leptospirae, cepolidae, leporidae, leptidae, leptocephalidae, leptomedusae
leptolepis: leptolepidae, leptophis, leptorchis, nephrolepis, peptolysis, depthless, epiclesis, epiklesis, epiplexis
leptolinae: cepolidae, leporidae, leporine, leptidae, leptolepidae, leptomonad, leptomonas, leptosyne, leptospirae
leptology: leprology, cetology, festology, fetology, glyptology, hepatology, lemology, nephology, optology
leptomatic: leptosomatic, atomatic, automatic, cleptomania, cleptomaniac, diplomatic, ectobatic, exsomatic, kleptomania
leptome: deprome, epitome, heptode, heptose, leesome, leproma, leprose, leptene, leptite
leptomedusae: leptomedusan, peromedusae, anthomedusae, cubomedusae, discomedusae, hydromedusae, leptolepidae, narcomedusae, pelomedusa
leptomedusan: leptomedusae, anthomedusan, cubomedusan, discomedusan, hydromedusan, narcomedusan, pelomedusa, peromedusae, scyphomedusan
leptomeningeal: leptomeninges, adenomeningeal, leptomeningitis, leptomeninx, postmeningeal, cerebromeningeal, intermeningeal, intrameningeal, kleptomaniacal
leptomeninges: leptomeningeal, leptomeningitis, leptomeninx, betokening, kleptomaniacs, leonines, leproseries, leptogenesis, leptolepidae
leptomeningitis: leptomeninges, cephalomeningitis, hydromeningitis, leptomeningeal, myelomeningitis, perimeningitis, pseudomeningitis, arthromeningitis, cerebromeningitis
leptomeninx: optomeninx, leptomeninges, betokening, cleptomania, cleptomaniac, kleptomania, kleptomaniac, kleptomanist, leptamnium
leptometer: depthometer, haptometer, hectometer, hektometer, heptameter, lactometer, meatometer, nephometer, optometer
leptomonad: leptomonas, cercomonad, cryptomonad, herpetomonad, leptodora, leptolinae, phytomonad, cercomonas, cleptomania
leptomonas: leptomonad, cercomonas, herpetomonas, leptobos, leptodora, leptolinae, leptons, phytomonas, cercomonad
lepton: leptons, belton, benton, beton, centon, ceptor, ceston, deuton, eton
leptonecrosis: leptospirosis, aeroneurosis, aponeurosis, dermoneurosis, laloneurosis, leptogenesis, leptokurtosis, odontonecrosis, osteonecrosis
leptonema: nectonema, peptonemia, cryptonema, diplonema, ecphonema, genonema, ketonemia, leproma, leptandra
leptonic: peptonic, entonic, epitonic, geotonic, heptoic, ketonic, lactonic, leprotic, lepton
leptons: lepton, betons, jetons, jettons, lections, lectors, legions, lemons, lentos
leptopellic: ectocelic, ectophloic, endopelvic, leptocentric, leptocephalic, leptokurtic, leptolepis, leptomatic, leptonic
leptophis: leptorchis, apophis, celtophil, lepomis, leporis, leprosis, leptobos, leptolepis, leptonic
leptophyllous: heptaphyllous, leiophyllous, lepidophyllous, leucophyllous, apophyllous, endophyllous, epiphyllous, eriophyllous, hecatophyllous
leptoprosope: leptoprosopy, leptoprosopic, leptoprosopous, entoptoscope, leptosome, centrosome, electroscope, enteroscope, entoptoscopy
leptoprosopic: leptoprosope, leptoprosopy, leptoprosopous, mesoprosopic, entoptoscopic, euryprosopic, leptosomic, metoposcopic, ateloprosopia
leptoprosopous: leptoprosope, leptoprosopy, leptoprosopic, megaprosopous, alectoropodous, aprosopous, ectoproctous, entoproctous, heterosomous
leptoprosopy: leptoprosope, leptoprosopic, leptoprosopous, entoptoscopy, metoposcopy, deuteroscopy, enteroscopy, entoptoscope, heteroscopy
leptoptilus: leptophis, entoptics, geophilus, hemophilus, hypoptilum, leptocephalus, leptochrous, leptodactylus, leptopellic
leptorchis: leptophis, leptorrhin, cryptorchis, heptarchic, heptarchies, heptarchist, heptarchs, lectorship, leporis
leptorrhin: leptorrhine, leptorrhiny, leptorchis, lectorship, leptophis, leptorrhinian, leptorrhinism, mesorrhin, aporphin
leptorrhine: leptorrhin, leptorrhiny, leporine, leptorchis, leptorrhinian, leptorrhinism, mesorrhine, alectoridine, aporphine
leptorrhinian: leptorrhinism, leptorrhin, leptorrhine, leptorrhiny, mesorrhinian, blennorrhinia, catarrhinian, mesorhinian, platyrrhinian
leptorrhinism: leptorrhinian, leptorrhin, leptorrhine, leptorrhiny, mesorrhinism, leptorchis, mesorhinism, mesorrhinium, platyrrhinism
leptorrhiny: leptorrhin, leptorrhine, leptorchis, leptorrhinian, leptorrhinism, mesorrhiny, lectorship, leporine, leptomeninx
leptosomatic: leptomatic, leptosomic, mesosomatic, metasomatic, prosomatic, aposematic, episematic, exsomatic, extrasomatic
leptosome: ectosome, leptome, leptosyne, leptosomic, liposome, autosome, centrosome, cytosome, desmosome
leptosomic: leptosomatic, leptosome, centrosomic, heptasemic, heptatomic, latosolic, leprologic, leptomatic, leptonic
leptosperm: leptospermum, leptospira, leptospire, endosperm, episperm, exosperm, hypnosperm, lepidosperma, leprosery
leptospermum: leptosperm, lithospermum, anthospermum, entosternum, heptaspermous, lepidosperma, lepidospermae, leprosarium, leptodermous
leptosphaeria: leprosaria, leptocephalia, leptosperm, leptospira, leucospheric, blastospheric, ectosphere, entosphere, exospheric
leptospira: leptospirae, leptospiral, leptospiras, leptospire, leptosperm, leptodora, cercospora, certosina, cytospora
leptospirae: leptospira, leptospiral, leptospiras, leptospire, leptolepidae, leptolinae, leptosperm, lepidospermae, lepismidae
leptospiral: leptospira, leptospirae, leptospiras, leptospire, leptosperm, tectospinal, entopical, epispinal, exosporal
leptospiras: leptospira, leptospirae, leptospiral, leptospire, leptosperm, leptospirosis, ectopias, lempiras, leprosies
leptospire: leptospira, leptospirae, leptosperm, leptospiral, leptospiras, leptosyne, leptosome, acrospire, aeciospore
leptospirosis: leptonecrosis, leptospiras, cleptobiosis, leptokurtosis, leptospira, leptospirae, leptospiral, leptospire, lestobiosis
leptosporangiate: amphisporangiate, eusporangiate, microsporangiate, tetrasporangiate, ambisporangiate, hypnosporangia, carposporangia, carposporangial, ceratospongiae
leptostraca: leptostracan, endostraca, leptostracous, notostraca, periostraca, anostraca, autostrada, deprostrate, endostracal
